ID,LATITUDE,LONGITUDE,CATEGORY,STATES_NAME_EN,REGION_EN,NAME_EN
944,46.49194444,6.746111111,Cultural,Switzerland,Europe and North America,"Lavaux, Vineyard Terraces"
945,47.10388889,6.832777778,Cultural,Switzerland,Europe and North America,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning"
1078,12.5,53.83333333,Natural,Yemen,Arab States,Socotra Archipelago
1079,-15.81944444,29.40805556,Natural,Zimbabwe,Africa,"Mana Pools National Park, Sapi and Chewore Safari Areas"
1080,-20.5,28.5,Cultural,Zimbabwe,Africa,Matobo Hills
1081,-20.28333333,30.93333333,Cultural,Zimbabwe,Africa,Great Zimbabwe National Monument
1082,-20.15833333,28.37666667,Cultural,Zimbabwe,Africa,Khami Ruins National Monument
1084,41.06925,20.64605556,Mixed,Albania,Europe and North America,Natural and Cultural Heritage of the Ohrid region
826,57.65278,39.87611,Cultural,Russian Federation,Europe and North America,Historical Centre of the City of Yaroslavl
827,69.04694444,94.15805556,Natural,Russian Federation,Europe and North America,Putorana Plateau
828,60.66666667,127,Natural,Russian Federation,Europe and North America,Lena Pillars Nature Park
829,57.80719444,28.32855556,Cultural,Russian Federation,Europe and North America,Churches of the Pskov School of Architecture
830,55.77027778,48.65277778,Cultural,Russian Federation,Europe and North America,Assumption Cathedral and Monastery of the town-island of Sviyazhsk
831,17.34694,-62.83722,Cultural,Saint Kitts and Nevis,Latin America and the Caribbean,Brimstone Hill Fortress National Park
946,33.51139,36.30639,Cultural,Syrian Arab Republic,Arab States,Ancient City of Damascus
947,36.19916667,37.16277778,Cultural,Syrian Arab Republic,Arab States,Ancient City of Aleppo
948,32.51806,36.48167,Cultural,Syrian Arab Republic,Arab States,Ancient City of Bosra
949,34.55417,38.26667,Cultural,Syrian Arab Republic,Arab States,Site of Palmyra
950,34.78166667,36.26305556,Cultural,Syrian Arab Republic,Arab States,Crac des Chevaliers and Qal⿿at Salah El-Din
951,36.33416667,36.84416667,Cultural,Syrian Arab Republic,Arab States,Ancient Villages of Northern Syria
952,39.50777778,67.46027778,Cultural,Tajikistan,Asia and the Pacific,Proto-urban Site of Sarazm
953,38.765,72.30527778,Natural,Tajikistan,Asia and the Pacific,Tajik National Park (Mountains of the Pamirs)
954,17.00722,99.78972,Cultural,Thailand,Asia and the Pacific,Historic Town of Sukhothai and Associated Historic Towns
1086,-28.54333333,-54.26583333,Cultural,"Argentina,Brazil",Latin America and the Caribbean,"Jesuit Missions of the Guaranis: San Ignacio Mini, Santa Ana, "
1088,47.71927778,16.72272222,Cultural,"Austria,Hungary",Europe and North America,Fertö / Neusiedlersee Cultural Landscape
1090,52.7275,23.98111111,Natural,"Belarus,Poland",Europe and North America,Bialowieza Forest
1091,50.17444,3.23139,Cultural,"Belgium,France",Europe and North America,Belfries of Belgium and France
832,13.80708333,-61.07036111,Natural,Saint Lucia,Latin America and the Caribbean,Pitons Management Area
833,43.93277778,12.45194444,Cultural,San Marino,Europe and North America,San Marino Historic Centre and Mount Titano
834,26.78361111,37.955,Cultural,Saudi Arabia,Arab States,Al-Hijr Archaeological Site (Madâin Sâlih)
835,24.73413333,46.57246667,Cultural,Saudi Arabia,Arab States,At-Turaif District in ad-Dir'iyah
836,21.48388889,39.1875,Cultural,Saudi Arabia,Arab States,"Historic Jeddah, the Gate to Makkah"
837,28.01055556,40.91305556,Cultural,Saudi Arabia,Arab States,Rock Art in the Hail Region of Saudi Arabia
955,17.54861,103.35833,Cultural,Thailand,Asia and the Pacific,Ban Chiang Archaeological Site
956,14.34778,100.56056,Cultural,Thailand,Asia and the Pacific,Historic City of Ayutthaya
957,14.33,102.05,Natural,Thailand,Asia and the Pacific,Dong Phayayen-Khao Yai Forest Complex
958,15.33333,98.91667,Natural,Thailand,Asia and the Pacific,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries
959,10.06666667,1.133333333,Cultural,Togo,Africa,"Koutammakou, the Land of the Batammariba"
960,37.16361,9.67472,Natural,Tunisia,Arab States,Ichkeul National Park
961,36.81667,10.16667,Cultural,Tunisia,Arab States,Medina of Tunis
962,36.85278,10.32333,Cultural,Tunisia,Arab States,Archaeological Site of Carthage
963,35.29639,10.70694,Cultural,Tunisia,Arab States,Amphitheatre of El Jem
1093,11.88416667,2.487777778,Natural,"Benin,Burkina Faso,Niger",Africa,W-Arly-Pendjari Complex
1095,2.609444444,16.55416667,Natural,"Cameroon,Central African Republic,Congo",Africa,Sangha Trinational
1096,61.19758333,-140.9919722,Natural,Canada,Europe and North America,Kluane / Wrangell-St. Elias / Glacier Bay / Tatshenshini-Alsek
1097,48.99605556,-113.9041667,Natural,Canada,Europe and North America,Waterton Glacier International Peace Park
1098,34.30444444,108.8572222,Cultural,"China,Kazakhstan,Kyrgyzstan",Asia and the Pacific,Silk Roads: the Routes Network of Chang'an-Tianshan Corridor
1099,9.407083333,-82.93880556,Natural,"Costa Rica,Panama",Latin America and the Caribbean,Talamanca Range-La Amistad Reserves / La Amistad National Park
